Source,Plx,Gmag,BPmag,RPmag
2842533257711685888,5.0005,20.78571,21.213337,19.425581
5992714614843620224,5.0005,20.191748,21.12875,18.888561
5829855330484455552,5.0005,19.652782,19.650686,18.40774
4008382343294644352,5.0005,20.688913,21.69882,19.458174
1822543572211533312,5.0005,20.412502,20.627504,19.227127
5146980716085094272,5.0005,10.421345,10.711019,9.951051
2172360717055222144,5.0005,20.84665,22.746546,19.706236
2128484709848849024,5.0005,14.728449,15.71993,13.742057
528885506944802944,5.0005,15.797105,17.13521,14.563725
417686845147667072,5.0005,20.094528,,
4155622652675764096,5.0005,18.630993,,
2715372199632057344,5.0005,15.030196,16.022585,14.044233
352652171172545536,5.0005,16.968538,18.248959,15.850736
5444429810042713600,5.0005,16.442928,17.772251,15.301495
3061659847749909504,5.0005,20.533604,20.883858,19.484928
4587783705093138304,5.0005,18.151085,19.932566,16.879822
5148969556526000896,5.0005,20.71607,21.313572,19.93643
3821277968559798400,5.0005,15.534009,16.602102,14.419705
4536057279342183936,5.0005,16.759165,18.263206,15.573202
4064706750595994752,5.0005,18.82653,19.06596,17.376242
6501298150645028992,5.0005,15.527856,16.544706,14.529022
4043747340299142784,5.0005,19.789251,20.26862,18.492779
5872838744733200128,5.0005,19.793913,20.147411,18.488752
4114094957478154240,5.0005,20.399134,,
4068379287034699264,5.0005,19.934893,,
469880314224203392,5.0005,17.093693,,
316759060760541824,5.0005,17.89848,19.40371,16.720829
4311683347421719680,5.0005,18.457695,19.283442,16.958145
4044168212891399680,5.0005,19.812632,,
4928295202009072896,5.0005,19.02924,20.797983,17.72521
5984024315422559232,5.0005,20.712675,,
3356353737366729216,5.0005,16.784512,18.313267,15.561574
5585713888821237632,5.0005,17.653908,19.220097,16.469854
2001417861890504832,5.0005,19.700811,19.986116,18.080154
4161330870391145984,5.0005,19.846054,19.985428,18.526142
5964943867385912960,5.0005,20.180178,21.588165,18.278769
2679960572233497856,5.0005,15.200581,16.291857,14.164688
5890193436240455424,5.0005,20.834587,21.55844,20.21548
5869575531669878144,5.0005,20.759893,,
3826940792744952192,5.0005,18.12203,19.878162,16.869879
6161051253771865600,5.0005,18.361385,,
5861710518878769536,5.0005,20.195986,21.262562,18.898045
4117601025190383360,5.0005,18.536427,20.050074,17.252758
5861244841345922432,5.0005,19.019564,18.793795,17.162071
485615326344858112,5.0005,19.078716,19.319212,18.176556
2160633021091067520,5.0005,15.115687,16.187664,14.08733
4043431715985022720,5.0005,19.800312,19.98868,17.836935
5958010351367226368,5.0005,20.739824,21.481525,20.317694
2760384517751100800,5.0005,20.881697,20.85043,19.399357
3338604316860260736,5.0005,13.364239,13.991447,12.605907
4145179800476603008,5.0005,20.753479,21.59306,19.739834
475791151293514240,5.0005,20.827549,21.307512,19.249413
5338528801449823616,5.0005,20.761274,22.125206,19.538193
6029626216593691776,5.0005,19.836596,20.221512,18.730478
5831984294277374080,5.0005,20.575464,20.830202,19.52777
1937665360199635072,5.0005,15.682156,17.168224,14.474471
1868427944773163648,5.0005,20.847857,,
4077156898754507392,5.0005,20.22699,20.630981,19.16717
4112070584764180992,5.0005,20.370083,20.532677,19.198526
4056283181690524032,5.0005,18.786903,,
4092551745125738752,5.0005,19.87967,20.489357,18.71399
6845941028147944576,5.0005,20.163836,20.684303,18.544586
4507958989127343488,5.0005,20.517809,21.183897,19.622908
4099743032229527424,5.0005,20.396828,,
4049010878592826112,5.0005,19.38906,,
4118575570452457216,5.0005,20.420046,,
4055687315041593216,5.0005,20.255047,21.180851,18.657637
778050471180223616,5.0005,19.032022,20.929132,17.65975
6173199345431831936,5.0005,9.030808,9.27145,8.62708
2020047505864353920,5.0005,20.842865,21.64245,19.323977
2155425012467853184,5.0005,14.688128,15.723395,13.677961
5738028482996204032,5.0005,16.168076,17.440187,15.051963
26866704064127360,5.0005,19.517103,21.536772,18.13289
2047129817316955904,5.0005,20.64509,21.048868,19.233421
5873960624502904064,5.0005,20.194565,20.71769,19.077902
3973671757638573056,5.0005,14.124855,14.97234,13.217234
189827216497338368,5.0005,19.056164,20.70705,17.738941
5240318601805446016,5.0005,19.53793,20.38687,17.967121
1819973738659312640,5.0005,20.881657,20.663269,19.88055
4042546437312085248,5.0005,19.277012,18.77819,17.688725
4065610446141926656,5.0005,19.172632,19.772278,18.168442
4984271343276319232,5.0005,11.803596,12.179832,11.259795
5972726043199185152,5.0005,19.448757,18.488348,16.901283
4061481127135070848,5.0005,19.858295,20.589104,18.26618
4070690018065330944,5.0005,20.60902,,
1190205875185281920,5.0005,17.461021,19.14971,16.221985
6262476867813212544,5.0005,17.61091,19.183138,16.405184
1294638730837362944,5.0005,17.113409,18.529179,15.942132
3552482972258870272,5.0005,16.088058,16.694027,14.308232
4217937130561358336,5.0005,20.813412,20.855158,19.955631
1784715591895752832,5.0005,19.307337,19.402332,19.231512
3652363295718957568,5.0005,19.467894,20.877811,18.122982
1172656471310796800,5.0005,11.785523,12.201427,11.206225
6322837277333828608,5.0005,13.690535,14.395616,12.87969
4118260629068337920,5.0005,20.405682,20.572996,18.940804
4111724032465059584,5.0005,20.38245,,
4092788449345858048,5.0005,19.449612,20.113258,18.24099
4043923399744568960,5.0005,19.963066,21.960333,18.937351
4658229342258420096,5.0005,20.399147,,
246987149539052416,5.0005,12.117046,12.552342,11.515267
4041528908111688448,5.0005,19.837786,19.64784,17.44639
5984837301216768512,5.0005,20.453646,,
4158328378988091776,5.0005,20.324217,21.087793,19.433353
4066200608965975296,5.0005,20.15297,,
686751526735554304,5.0005,18.773464,20.588354,17.446518
4039449727262609152,5.0005,19.227383,19.030144,17.804998
2050631413924472960,5.0005,18.42049,20.526276,17.05569
3342218965635484800,5.0005,16.464941,17.683395,15.379195
2936262535171413760,5.0005,19.24569,19.696077,18.014791
4040173313270120576,5.0005,20.056648,,
4041289283223036032,5.0005,19.524473,,
4278332750226870528,5.0005,18.444258,18.734636,17.437801
229236977415673984,5.0005,15.598372,16.755102,14.531925
3042625480410311552,5.0005,20.548563,20.605558,18.605892
4043447865126336256,5.0005,19.39865,20.552904,18.295437
4317976917572499200,5.0005,20.684492,21.847418,19.542524
4311615761821440000,5.0005,18.781128,19.128918,17.35214
4315353104942785664,5.0005,18.410433,18.454662,17.146832
3777119446989107584,5.0005,11.168745,11.503424,10.666098
4092036722701812096,5.0005,19.086771,19.866795,17.436705
4112826808259595520,5.0005,20.367329,20.46711,18.81997
6001845887092172544,5.0005,20.760502,21.686289,19.901827
6723135960283047936,5.0005,14.223312,15.087877,13.308827
6022890367842221824,5.0005,20.643875,21.241888,19.89106
5218659214835712768,5.0005,16.28227,17.499838,15.189957
5822658614550576384,5.0005,20.901518,21.297308,20.14384
5851687577001041024,5.0005,17.05272,18.37762,15.578155
1405795263301385600,5.0005,18.49532,19.973328,17.269331
968791308825385856,5.0005,11.978723,12.401916,11.393775
4108953091417625472,5.0005,20.283365,,
4099240555431745664,5.0005,18.626293,18.92335,17.597334
4043430547811064320,5.0005,19.599752,19.521965,17.907629
4052033367379294848,5.0005,18.80542,18.766483,17.568789
3456547314265364608,5.0005,16.915373,18.266273,15.778945
1239554293502819840,5.0005,14.670354,15.617552,13.699456
1218665260498539904,5.0005,20.057674,20.1644,19.73538
2958639765755421440,5.0005,18.386106,20.010157,16.964334
4480717523391005312,5.0005,20.905762,21.743654,19.187668
4478083402768629248,5.0005,15.069469,16.2208,14.008562
4388688911237710848,5.0005,19.817118,20.974447,18.223022
5930412334678799232,5.0005,,,
4311633285286247680,5.0005,20.295168,,
3054445608363443072,5.0005,20.370447,,
2216931761646993664,5.0005,20.836184,21.038462,19.801044
5391233032313724032,5.0005,14.553618,15.578515,13.512707
1816825046580722816,5.0005,19.428974,,
5867944715348873088,5.0005,20.811867,,
4163714405413481728,5.0005,20.70624,21.49379,19.550392
1530918690110464256,5.0005,17.763456,19.384706,16.524586
4172791801634846464,5.0005,20.443125,21.615322,19.101505
5930768095383963392,5.0005,20.445683,20.757566,19.103617
4470564113321451904,5.0005,12.13516,12.61633,11.495927
1811901910246881152,5.0005,19.152433,20.964373,17.835617
6221917223893601792,5.0005,19.554829,21.452503,18.242256
4518875009282657664,5.0005,20.164698,20.64036,18.843552
5343556661949186688,5.0005,20.674522,22.037016,19.266079
4111744678371733504,5.0005,19.95559,20.628557,18.443716
4220979268784803200,5.0005,20.72149,21.873041,19.432028
1235202873161393280,5.0005,15.643966,16.808655,14.549153
5454307818209344896,5.0005,18.064169,19.673141,16.826542
4259039314753611520,5.0005,9.474703,9.711712,9.080519
5980231790594218880,5.0005,20.033548,20.680904,18.674915
4055749884110846720,5.0005,19.422241,20.286974,18.323103
5893980635312098560,5.0005,20.29666,20.869177,18.86416
4265135179060917504,5.0005,18.857632,19.618456,17.831448
3567151282005995136,5.0005,20.830088,21.119648,19.66127
1863342531705311872,5.0005,16.60089,18.096148,15.351
5905535742301529472,5.0005,13.380358,14.015942,12.610378
3338763265010729728,5.0005,20.315794,21.42262,18.935837
4106423561808706560,5.0005,16.666012,18.042751,15.403013
6569833115587389952,5.0005,16.787542,18.065926,15.672973
4077123015733143936,5.0005,19.109678,19.540302,18.04965
5383877398302775936,5.0005,17.8231,19.433453,16.586
5799215549182348288,5.0005,20.806894,,
2022360221198660480,5.0005,19.825075,21.61772,18.490868
2021147876521621248,5.0005,20.752857,21.675459,18.918444
1812205409815738752,5.0005,18.93996,19.970646,17.777811
6754853636614125056,5.0005,20.730217,21.060017,19.83957
4104477559332404736,5.0005,19.720098,20.225363,18.519222
701501921900466560,5.0005,20.902733,21.411129,19.751545
4123645830893242112,5.0005,20.36027,20.23242,18.63159
1813668279973662208,5.0005,18.413136,20.256002,17.14214
4469826826349255296,5.0005,20.416492,20.681166,18.960995
2781863756572437248,5.0005,16.976122,18.602264,15.708094
5646651232720076544,5.0005,18.51335,20.214287,17.249775
2451103136787355520,5.0005,14.066095,14.924474,13.081066
2557733396491710336,5.0005,11.653331,12.009796,11.106348
4118346459800214912,5.0005,20.418398,20.479408,18.776642
5995195113047312000,5.0005,20.638638,21.381172,19.919401
5933072190694449152,5.0005,19.84958,,
4040454513380196480,5.0005,19.260292,19.206886,17.754757
4106484825190937600,5.0005,20.043522,21.17381,19.020887
6060172127079102208,5.0005,20.5303,,
5932685643673323392,5.0005,20.850187,21.74136,19.87297
4077846219496630528,5.0005,19.338972,,
6051310681830942592,5.0005,20.664492,20.909685,19.9981
4107384839972613248,5.0005,20.012568,20.402185,18.886978
2074247038202363776,5.0005,20.253006,20.687214,18.724886
4040457017364330240,5.0005,19.567299,19.491844,18.222193
4103337095276410112,5.0005,19.930449,,
4486376121319024000,5.0005,17.77715,19.456131,16.545517
6283516744364468480,5.0005,13.220305,13.770846,12.356545
2047636382913886464,5.0005,20.848667,21.00415,19.608278
5437256939781922432,5.0005,20.821165,21.207964,19.685581
5819431341768398848,5.0005,18.265299,18.398182,17.459639
6032470859345757824,5.0005,19.758732,20.30279,18.412756
5976628656643309696,5.0005,20.127207,21.091846,18.765717
191518334102343936,5.0005,20.792591,21.258303,19.667091
4053947853226122368,5.0005,20.313665,,
5965776442504833920,5.0005,20.671658,21.632166,19.191196
223476356821393024,5.0005,18.468481,20.03333,17.261942
206159224782775040,5.0005,14.828013,15.928972,13.784598
5973814113010466048,5.0005,20.224905,21.09839,18.164062
4076451111017993088,5.0005,19.326054,19.535461,17.777596
6697121927467696384,5.0005,13.76724,14.50047,12.940895
4314661477721724544,5.0005,20.336311,,
4444511979870259328,5.0005,16.597464,18.015324,15.431819
5613996527653405824,5.0005,13.646747,14.329044,12.851486
4322727868669682048,5.0005,20.863358,23.394585,19.30893
5979788648792610176,5.0005,19.8412,20.924324,18.327698
699258441437540352,5.0005,16.093426,17.429903,14.947533
4039804908173329664,5.0005,19.761543,,
6026047512434765568,5.0005,20.51501,,
4066105806114213888,5.0005,20.472498,21.44995,18.89813
5985943616082173440,5.0005,20.733925,22.247423,19.371319
4042265031054863616,5.0005,19.572462,,
4148733147182208768,5.0005,20.134165,20.494102,18.808739
1535629758133444096,5.0005,18.299225,19.488768,16.875301
4053880478092794240,5.0005,20.583357,,
4295270937347607936,5.0005,18.437166,20.254618,17.143957
1833329128457203840,5.0005,18.854626,19.40473,17.512028
4092228450035516672,5.0005,18.881922,19.124224,17.958529
4100286186638450432,5.0005,19.267473,19.545395,18.025173
2668399344906449408,5.0005,13.193727,13.827893,12.434559
4104564837428600192,5.0005,19.709267,,
2294191243976738176,5.0005,19.15056,19.089989,19.50221
5858875565552183040,5.0005,20.80427,,
5196286493969034624,5.0005,15.046968,16.079727,14.037384
4081427539298211328,5.0005,20.681768,20.944044,19.32125
2262170957114261120,5.0005,10.049378,10.421876,9.508555
5342700172462480128,5.0005,20.68732,20.711138,19.550247
6062167465815612288,5.0005,,,
5772238790863224320,5.0005,20.760786,22.244448,19.256329
4058473962775129856,5.0005,20.056433,21.313114,18.394339
4116569649024241280,5.0005,19.567371,20.43645,18.094902
3656796079926225536,5.0005,10.456853,10.755275,9.994057
4036209225987079424,5.0005,20.324215,19.878468,18.942791
6045957915631152640,5.0005,20.494148,20.581995,19.305523
6028500866444734464,5.0005,19.700535,19.96901,18.351606
5932624345960567808,5.0005,20.771912,,
4064903528889240576,5.0005,19.244514,20.322918,18.044891
2696556424649510016,5.0005,20.487549,20.216408,19.933655
4808870994940718464,5.0005,15.191476,16.235666,14.177558
5959465039677560704,5.0005,19.185175,19.889147,17.728094
170730172697068032,5.0005,18.517166,20.489277,17.19274
2453876689228740480,5.0005,15.829574,16.955591,14.771711
4073321733467843840,5.0005,19.026237,,
5829705762537768960,5.0005,20.595755,,
5980329715899519488,5.0005,19.884691,,
4314001805118177536,5.0005,20.70886,21.91813,20.05188
964043445819427456,5.0005,20.261831,21.546597,18.836048
4044182781414247296,5.0005,19.862005,20.402014,18.143038
4118321926886515584,5.0005,20.254715,20.426859,18.919395
4062920761665053696,5.0005,19.040327,18.78644,18.087587
5817356666401385984,5.0005,20.701168,,
4043160991481908480,5.0005,19.825363,,
5712720955149409280,5.0005,16.532295,17.8601,15.397035
4265062302012461312,5.0005,20.66512,22.115881,20.648083
3324288130010563072,5.0005,18.146381,18.473125,16.961496
6373770985261460480,5.0005,10.745957,11.041963,10.288963
4157081704588786432,5.0005,20.550549,21.212448,19.085857
520295812869820672,5.0005,20.31636,20.77624,18.863678
5976601100126810368,5.0005,20.32213,21.588947,18.962996
5844092524283837440,5.0005,20.396149,21.201006,18.954
6534111868288901248,5.0005,12.123116,12.529827,11.552095
3631946429943784448,5.0005,18.419315,20.130577,17.126184
2520696480453978240,5.0005,18.789577,20.618395,17.482964
4089316672674807168,5.0005,19.372335,19.6943,17.611486
2027415844377520000,5.0005,17.952053,19.461344,16.700449
6843080137546681984,5.0005,20.228498,21.487751,18.74046
2851224282947916544,5.0005,13.977703,14.760176,13.115938
4044076613998403584,5.0005,18.77454,,
5888241356422932736,5.0005,20.618223,21.76097,19.517546
683689494227031296,5.0005,16.255274,17.800968,15.045482
3197142151557990272,5.0005,20.555906,20.411175,19.210674
1827357027941804160,5.0005,20.821978,21.405474,19.05337
677850228490936832,5.0005,18.959522,,
4043663021644190080,5.0005,19.820967,20.969137,18.72152
3011745692043220864,5.0005,19.261612,21.165274,17.935188
4041834602531624832,5.0005,20.276728,,
1688394872904255744,5.0005,16.706774,18.06746,15.561476
5923759224158086912,5.0005,16.645739,17.955294,15.521557
2185150068807238144,5.0005,20.830933,21.272137,20.158678
6030012110896223744,5.0005,20.156797,20.192068,19.203081
4066660445315312768,5.0005,20.424282,21.939554,20.234228
4079545209846737920,5.0005,19.34158,19.869272,18.430298
4496005511014208896,5.0005,20.8567,21.554161,20.018732
4061020397342659328,5.0005,20.175432,21.636227,18.857521
334700758360689792,5.0005,12.275253,12.711815,11.677017
2575974633698419840,5.0005,19.493347,19.690042,19.276976
3467018070869778688,5.0005,20.882196,21.52188,19.707623
114612924576613504,5.0005,20.865206,21.135424,19.907713
941264524125771008,5.0005,11.017983,11.335629,10.534434
664197004197207168,5.0005,20.228573,21.466986,18.730549
319949637346101632,5.0005,19.88755,21.305237,18.515553
6854419160449565824,5.0005,16.372076,17.791695,15.198022
5882905731421090560,5.0005,20.707981,21.627058,19.157965
5411492599214201344,5.0005,9.561327,9.784863,9.170613
5640483522241313664,5.0005,16.92408,18.516716,15.699356
2022105654229390976,5.0005,20.803621,,
1629650990289906176,5.0005,16.988764,18.560139,15.777476
4141876386492342912,5.0005,20.811832,21.833126,19.892513
1809416812113654656,5.0005,20.8592,21.078518,20.011572
5835742150121472896,5.0005,20.365267,21.053568,19.436483
5820330497458885120,5.0005,19.689152,19.919832,18.80651
4039699286404009472,5.0005,19.816359,19.72891,18.62359
2837474546446188288,5.0006,20.847813,20.73036,19.65013
594662067792543360,5.0006,20.84852,21.091312,19.48969
4118671601644073856,5.0006,20.27225,,
5335249233127072384,5.0006,20.793097,21.304077,19.790257
6028549107639485952,5.0006,20.133953,20.706718,18.98352
2003916467692578176,5.0006,20.558475,,
4066444734925138304,5.0006,20.0629,,
1839392312281774208,5.0006,19.226372,21.181025,17.834211
4175850402430335488,5.0006,19.797619,21.593395,18.432428
3913694115602611968,5.0006,19.553024,21.58974,18.220951
6027931766094855808,5.0006,20.402891,,
5858665730651412864,5.0006,20.503878,20.968147,19.424095
4514330452842463488,5.0006,20.252802,20.63559,18.993042
4226588530436011648,5.0006,20.6555,21.936935,19.427963
5942284929917070080,5.0006,20.724024,21.549349,19.447598
459289582003386624,5.0006,20.847635,22.66166,19.443224
4050154160455297152,5.0006,19.387575,,
5951323774482830336,5.0006,20.726025,21.62808,19.358437
5964594497559742208,5.0006,19.083517,20.964739,17.74513
4149818777454609280,5.0006,20.640217,21.409197,19.950157
5978305377513604608,5.0006,20.140388,,
647016211594825472,5.0006,19.77035,20.082165,18.367756
2801315487362026368,5.0006,19.71704,21.203142,18.388693
4878425615180737152,5.0006,18.91358,20.779987,17.610546
5971573785073514496,5.0006,20.38461,20.794558,19.0076
5911839178036581888,5.0006,20.95011,21.128746,20.05353
4039112250276018560,5.0006,19.636086,19.862331,18.84489
2405734881842823680,5.0006,19.51218,19.601202,19.403095
2060376011847869696,5.0006,20.631014,,
3818970746488141184,5.0006,13.17289,13.76496,12.445627
5863816495922439296,5.0006,20.523262,20.970148,19.036734
5889222223884082304,5.0006,20.622803,,
1052009362498025600,5.0006,16.341125,17.611418,15.223986
4065401676386451968,5.0006,20.357756,,
5865009156753014528,5.0006,20.894733,,19.75698
636183234626999936,5.0006,18.715832,20.280296,16.853918
4381115170205270400,5.0006,14.83892,16.058517,13.749825
4454395936570637312,5.0006,16.530191,18.01634,15.339538
2060103225576643712,5.0006,20.590635,21.117563,19.311024
1859748228178852480,5.0006,20.78029,21.230164,19.816286
4114077708893377024,5.0006,20.499483,20.789309,18.428621
3351440844534521856,5.0006,17.003778,,
2549918239640291584,5.0006,15.028408,15.555804,13.511454
395703342802929536,5.0006,20.313148,20.65822,18.802597
1208945818226039680,5.0006,14.879219,15.868016,13.899671
5881657755695246080,5.0006,20.687336,20.76319,19.174734
3234577567546130432,5.0006,15.837355,,
4311242958608093440,5.0006,20.709805,21.595366,19.661207
550028978105737728,5.0006,19.189259,20.404284,17.913155
2057543463710449536,5.0006,20.861359,21.760502,19.855055
6161525624320763392,5.0006,20.744997,21.148848,19.616232
5887657103427931392,5.0006,20.819729,21.783455,19.99008
5335322488118584576,5.0006,20.622822,,19.388033
3041086434711894656,5.0006,19.66816,21.158691,18.312273
4110875381315264256,5.0006,20.08118,,
5349713068064132992,5.0006,20.621822,20.966265,19.27706
2338928624058511488,5.0006,20.525232,21.783777,19.307981
5930598427041291392,5.0006,20.139078,20.780624,17.02107
2561797943087417728,5.0006,20.89807,21.614403,19.931149
105833770905129472,5.0006,15.399348,16.436089,14.387692
4059690744325692160,5.0006,19.91909,,
6366975140110148608,5.0006,19.140213,20.99076,17.810614
4212109375354189824,5.0006,19.885086,20.41958,18.80633
6060058430714133760,5.0006,20.72884,21.128231,19.576248
1490509752299668224,5.0006,18.064041,19.927282,16.794952
3277425295164312448,5.0006,18.702267,20.669483,17.374628
1940984476571685632,5.0006,20.577318,21.497446,19.028513
4068963711775478784,5.0006,19.154297,19.752104,17.407944
4111545052594630528,5.0006,20.803167,21.277922,20.492393
4367783587424864768,5.0006,20.800728,21.322119,19.630322
6064462352746252032,5.0006,20.754524,21.010712,19.646029
4037015859585549184,5.0006,19.394596,19.720186,18.595901
2853061704315765888,5.0006,20.251749,21.184069,18.849562
4124776712948467072,5.0006,20.105736,20.618,18.16017
5911627006657482496,5.0006,20.845348,21.300997,19.338974
2435113965681089664,5.0006,14.661376,15.594417,13.706703
3596688145762042368,5.0006,18.41235,20.614529,17.077393
1798485536219394176,5.0006,20.358185,21.18672,19.035065
5853237441716127872,5.0006,20.565044,20.93999,19.159346
4051665649442756224,5.0006,19.132975,17.632046,16.111296
4181371325201138176,5.0006,17.024635,18.585266,15.834047
4040185163103965056,5.0006,19.418768,,
2024434488593338624,5.0006,20.876888,21.426641,19.825386
4321794628109195264,5.0006,20.577015,,
960883969093167488,5.0006,17.008274,18.459486,15.828136
6674637945470035584,5.0006,10.973996,11.267525,10.52075
4062706635907903488,5.0006,16.411928,17.112247,14.710329
4039405270099319296,5.0006,19.199648,,
4051062429812654720,5.0006,18.910671,18.694937,17.53878
5858377692891264256,5.0006,20.578344,,
6433453094895105280,5.0006,18.388552,18.918123,17.060545
1247492836174445696,5.0006,18.322334,20.038324,17.070215
65969907393472000,5.0006,20.406214,20.739304,19.046371
4152852708012131968,5.0006,20.31703,21.79031,18.923302
6887777479945157504,5.0006,20.826527,21.389946,19.655499
4068497488749272320,5.0006,20.299131,,
2036052856105226368,5.0006,20.876997,21.690971,19.741888
3333021997542836864,5.0006,16.330797,17.808538,15.147882
4123298522706144640,5.0006,,,
4281804428128555904,5.0006,14.514966,15.440807,13.563347
4511446949249507072,5.0006,20.891483,21.020344,20.501474
4062849812936105728,5.0006,19.648132,,
4280803662091325824,5.0006,20.29846,21.682896,18.602701
2143043034068821248,5.0006,19.504616,,
4116887609682738816,5.0006,19.45704,,
2153533710733204736,5.0006,18.930565,20.819035,17.621374
4795972314797286784,5.0006,15.703878,16.888857,14.625248
4120604547447640704,5.0006,19.997341,,
1270077457844167040,5.0006,18.491142,19.97635,17.285608
4137547540511307776,5.0006,19.802658,20.24876,18.437046
770928423267078016,5.0006,10.253987,10.575984,9.768124
2553816313303214464,5.0006,18.539843,20.553057,17.221115
1630780253154579712,5.0006,12.776401,13.271956,12.120025
5953666868133699584,5.0006,18.806393,20.125887,17.389576
4504662996880055936,5.0006,19.568731,,
4124102815431195904,5.0006,20.654596,21.577402,20.287037
4376647132908479616,5.0006,10.746209,11.08923,10.227047
687176732793904256,5.0006,16.852812,18.158094,15.726153
802376478751845376,5.0006,20.658255,20.924524,19.242216
5143166132291695616,5.0006,14.209657,15.023101,13.324502
4172370723011518848,5.0006,20.556128,22.35903,19.308899
5197080856760110720,5.0006,16.176237,17.396166,15.087872
2671235943172844416,5.0006,19.453102,19.779852,17.969091
561710116622779392,5.0006,18.338919,20.053692,17.103472
4036630171516337792,5.0006,19.811773,19.619394,18.511251
2146278720694951296,5.0006,11.41551,11.778297,10.88628
4090207375969305344,5.0006,20.184586,20.699942,19.20318
4117094906294461952,5.0006,19.821583,19.90481,18.12042
5942212396529808512,5.0006,20.178307,20.832966,18.616236
4094634701169456768,5.0006,20.470345,,
5334544514891927296,5.0006,20.8301,21.908255,19.633837
4042604363663305856,5.0006,19.651985,19.690172,18.221113
4036672360976578176,5.0006,20.384886,21.279848,19.658087
31628040384170368,5.0006,15.862683,17.220888,14.718984
6708733113855689728,5.0006,20.702305,21.248384,19.85592
5817203387606426240,5.0006,20.76748,21.329489,19.71192
6085286106531220992,5.0006,10.582813,10.851642,10.145324
4281796074412226176,5.0006,15.114619,16.144588,14.046225
5962451416309990144,5.0006,20.215553,,
6074630498839307776,5.0006,20.999222,19.790504,18.578445
5963750283116580096,5.0006,20.583437,,
4053275570567006208,5.0006,17.075638,18.07611,15.717103
1205127278767156608,5.0006,20.107033,20.488253,19.477585
4265434555482464384,5.0006,20.519558,,
4251704197817687808,5.0006,20.400787,21.420221,18.870907
4119851205810825472,5.0006,20.188995,20.775707,19.498838
4121331084061912832,5.0006,20.440525,,
2168161067973316736,5.0006,20.728779,21.769587,19.554895
2378431770447720832,5.0006,17.981815,19.651464,16.71973
2081037759450865280,5.0006,20.865599,21.585491,19.911585
4251874828306163072,5.0006,20.567102,,
5957067898121906688,5.0006,20.73723,,
898679850369308288,5.0006,20.452456,20.616436,19.967682
193945334225845760,5.0006,19.543297,20.131405,18.39361
5952886485448196352,5.0006,19.299982,19.735006,17.98427
938656516903681792,5.0006,10.487243,10.747855,10.067577
4889476398531189248,5.0006,16.998802,18.365107,15.850698
1616228972675224832,5.0006,19.340242,21.029787,18.041111
4079160170258354816,5.0006,19.851938,20.361052,19.309296
4512829378978618880,5.0006,20.813955,21.828705,19.900047
5526968052002554496,5.0006,13.712004,14.417846,12.899419
5318443468468396032,5.0006,17.800684,17.745264,17.779148
4051712339937102080,5.0006,19.626385,19.723192,18.229439
4582981961715621632,5.0006,17.962883,19.782051,16.69106
1849897806581510400,5.0006,18.642294,18.683369,17.334442
5247435637460243072,5.0006,15.476568,16.228636,14.319344
4042697688884818944,5.0006,19.785053,,
4089805577417524096,5.0006,19.82561,,
6835241955376461056,5.0006,18.863754,20.763985,17.568733
5593997716805580928,5.0006,15.966819,17.111618,14.900745
6265407551632964480,5.0006,20.92888,21.596544,19.676857
881039771145636992,5.0006,13.522838,14.372505,12.615315
5938016007280821376,5.0006,20.636639,20.558369,19.318192
5836411306005103360,5.0006,20.495111,,
3788195175509015936,5.0006,15.083859,16.32382,13.980877
250235274386100480,5.0006,20.704922,20.936651,19.289652
5225520824526591488,5.0006,15.801221,17.07969,14.682575
4648207297874922112,5.0006,15.685422,16.978374,14.560837
4251904274620231296,5.0006,19.142622,19.378574,17.640614
4512938746010682368,5.0006,20.607817,21.58942,19.445425
4040234538150397312,5.0006,19.694357,,
3215701525584175744,5.0006,20.924139,22.011168,19.47864
6086051538418633088,5.0006,20.89588,21.430216,19.90313
4045414341638996608,5.0006,20.171711,,
4646976875641770752,5.0006,13.766961,14.514672,12.929413
2746701954537089408,5.0006,20.231506,21.273771,18.84048
4318436616566245632,5.0006,20.787542,21.322792,19.301313
2032084272015926656,5.0006,20.373783,20.620518,18.90761
4107465933254322944,5.0006,20.056877,,
1947479326112346112,5.0006,15.067231,16.058613,14.080646
5888375977873380480,5.0006,20.316513,20.560291,18.871845
4150746593482372864,5.0006,20.552979,21.603168,19.70593
6351444233426868224,5.0006,17.077042,18.942793,15.761856
3417221288033541888,5.0006,18.768538,20.407356,17.426971
5714938670096120192,5.0006,20.64892,21.550777,19.353823
4038906744607197312,5.0006,20.013845,,
2024976857066152832,5.0006,20.720438,21.47242,19.575668
4487600290077345920,5.0006,19.101402,20.999197,17.84602
2994709863179864320,5.0006,16.199486,17.336842,14.759034
399079122671854848,5.0006,12.345714,12.804029,11.726095
5418471921061741184,5.0006,20.841799,21.382156,20.231157
4119014447505740288,5.0006,20.208492,21.682455,18.937983
1300553828519342464,5.0006,14.8726,15.818585,13.913346
5816378375944366720,5.0006,20.035849,20.54973,19.034143
2023153420062751744,5.0006,20.906237,22.207247,20.334356
4066942435684311296,5.0006,20.728662,21.582897,19.79237
5978520710060593536,5.0006,20.430462,,
3089123479250934144,5.0006,20.119448,20.176712,19.73097
538364396687982592,5.0006,19.299566,21.049873,17.957111
6721989307081881984,5.0006,20.497519,21.86064,19.347832
3174058381673731200,5.0006,19.239214,20.79781,17.907406
