Source,Plx,Gmag,BPmag,RPmag
5453717311746627968,5.0001,18.671604,20.60305,17.349134
6744397422768815488,5.0001,20.61849,20.677856,19.878435
5916260383022114816,5.0001,20.824526,21.294416,19.645145
5874853565389403648,5.0001,20.875725,20.923935,19.38089
4507658719377190784,5.0001,20.379189,21.079754,19.11951
4064959393620695424,5.0001,19.688093,20.48853,18.357994
5989380826865504640,5.0001,20.512053,21.88071,19.490007
1608557615625103104,5.0001,14.18393,15.010416,13.284202
6060304927503000832,5.0001,20.164219,20.381939,18.790686
5253498104089696768,5.0001,20.455427,21.531378,19.018742
4052792751866968064,5.0001,19.553833,,
4153706513167567232,5.0001,20.396229,21.672329,19.277052
5877423742606577920,5.0001,20.857006,,
6380192442402766080,5.0001,20.428026,21.28063,18.983929
5985857029512006784,5.0001,20.348627,21.052185,19.082722
4174729415966324096,5.0001,20.232874,21.224092,19.115143
5850026592896831872,5.0001,19.4999,19.494335,17.591118
5294947424677208704,5.0001,17.366905,18.981758,16.162819
3404686138215489152,5.0001,19.93671,21.337357,18.568905
5829600896623561088,5.0001,20.185892,20.659342,19.020203
2707483719098783488,5.0001,12.678218,13.136722,12.055555
4123187231433894784,5.0001,20.211552,,
6660362023934611840,5.0001,20.758188,22.153727,19.579624
4521330321834986368,5.0001,20.710125,21.493864,19.046423
1393283817410594560,5.0001,20.30351,21.123426,18.925467
4108812693195298304,5.0001,20.246666,20.331703,18.950886
2064108677698348544,5.0001,19.355509,21.24055,18.028471
3289251814031133824,5.0001,20.857933,21.406296,19.6859
2038615199238549248,5.0001,20.761534,21.709799,19.502338
2104108945078954112,5.0001,19.421087,20.71194,17.942688
4619311719978311168,5.0001,16.73666,18.101803,15.586699
1917803606058383744,5.0001,20.638842,20.821589,19.459122
1552670058061244416,5.0001,12.450016,12.876086,11.83867
5356422665999340416,5.0001,16.405098,17.885654,15.174729
6404424338650656640,5.0001,16.628006,18.037373,15.471743
5980096722540294784,5.0001,19.513836,,
4176964585670296832,5.0001,20.74906,21.432676,19.903198
4068801916023643776,5.0001,18.20559,19.066061,17.0108
1067579301845419008,5.0001,20.787619,20.93522,19.272264
5961250337308389760,5.0001,20.525742,20.307838,18.7753
4108126464812088064,5.0001,19.942211,20.60252,18.083004
4308210196319410048,5.0001,20.624245,,
